record_id,scope,source_archive,relative_path,size_bytes,sha256,duplicate_group,canonical_record,material_state,notes
HIST-0276,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/art-direction.schema.json,1298,e5902c4b32649b06fe164baf4c35a6418b6bcacce4929846d1fe5d270804a503,DUP-0202,HIST-0517,materialized,
HIST-0277,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/composition-system.schema.json,883,e0d38e76037aced128a5dfe2dece322fd8543064140cb2d630c44b2be4b2c022,DUP-0197,HIST-0518,materialized,
HIST-0278,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/design-feeling.schema.json,1126,3f981d22ed09a511a39d85330601373c26421e7c285264f27d9659b5e0652af6,DUP-0056,HIST-0519,materialized,
HIST-0279,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/master-method-card.schema.json,1844,0f8ac41a4763f964f9555a68883907b5e676fff300798fb91d14e2f03ed09416,DUP-0017,HIST-0520,materialized,
HIST-0280,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/master-research-evidence.schema.json,1906,9dce491922e0898c1260e109e9292527159218288eff4d1c659b3102d4c94ff4,DUP-0138,HIST-0521,materialized,
HIST-0281,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/master-study-request.schema.json,1261,1d3b8b4bebec8885d78703332714c14aa26e821c90173ee407b40e7dde4b328f,DUP-0021,HIST-0522,materialized,
HIST-0282,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/material-lighting.schema.json,1251,7cead88e7085942ab2acc9e9cd04d309f90c609b0746d541d7e9a4e330e8aa60,DUP-0111,HIST-0523,materialized,
HIST-0283,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/style-analysis-card.schema.json,1565,f37209db2097d1d93c89ea835b3b35d31094ab8389fd502762c7d1804c31d03a,DUP-0215,HIST-0524,materialized,
HIST-0284,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/style-lineage.schema.json,882,964e0d62c7c755451e4cce4b1ae3d0a9cd82f73a0cc61cd9513de56f8d4002ff,DUP-0134,HIST-0525,materialized,
HIST-0285,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/style-recipe.schema.json,2618,a3f08409613ff55e5795429212e751f71551c49c914338da36e50f7b20abbc18,DUP-0144,HIST-0526,materialized,
HIST-0286,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/typography-system.schema.json,1397,8fe16a61c19a8cc2f2382892ad77cc61ce28cdbf96c53c6c43999d76dd7b73fd,DUP-0126,HIST-0527,materialized,
HIST-0287,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/visual-iteration.schema.json,916,aaba1669d539bf2d1b6f35cbf067c444d53ff81b08725231e02372f39f68927a,DUP-0151,HIST-0528,materialized,
HIST-0288,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/visual-quality-report.schema.json,1864,6cf569d315f48956cb0db2dbafdc3fb6e17cf66b143be9642f616492c94bb09d,DUP-0099,HIST-0529,materialized,
HIST-0289,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/schemas/visual-quality/visual-reference-dna.schema.json,1212,ffe05c182e54e92111e194d89322dd508647dd9783d3966623ce1b2a52202917,DUP-0224,HIST-0530,materialized,
HIST-0290,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/scripts/compare_visual_iterations.py,670,4aa3a62bb10e8074840ee91c20c68b032b2849da7b46843b8d410453c04c687c,DUP-0066,HIST-0531,materialized,
HIST-0291,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/scripts/score_design_critique.py,903,e7fe9181ec92db979234460c9714e0bbec7b728a9809e69825e25c205b9e828f,DUP-0207,HIST-0406,materialized,
HIST-0292,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/scripts/score_visual_quality.py,1016,819d78557f154090c213196adba3ae6227d69c6689481180da131def4c7bcea4,DUP-0117,HIST-0532,materialized,
HIST-0293,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/scripts/validate_style_recipe.py,1118,eb01dd39c7b021f909f73e9237a461ff3e8893ce4f8a053739ad4359020b6b3c,DUP-0211,HIST-0533,materialized,
HIST-0294,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/scripts/verify_source_registry_v2.py,1622,e0e4a8f98fb38b68d69be28cd2b944ad677cb386e04d95e54bae14539594b5bb,DUP-0198,HIST-0407,materialized,
HIST-0295,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/scripts/verify_v2_protocols.py,2651,c4525b21412b8df057528974cf1c6182b7c2b1378694d1dc5ae79d08a37fed21,DUP-0173,HIST-0408,materialized,
HIST-0296,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/scripts/verify_visual_quality_v21.py,4008,6a2fa0e4f43aa86c12905aa7b6566b7d713bdb5bf1a62eaf40bd97cf41143796,,,materialized,
HIST-0297,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/project-memory/PROJECT_DEFINITION_V2.md,960,41bc8ebb7aa1ea67a0756148d7e84893b16894aa7d7a05fbd9dad32911dd556f,DUP-0059,HIST-0409,materialized,
HIST-0298,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/schemas/approval.schema.json,1035,a4e7a7cfaf1d33ed41c67ab1269dc6c8ee62678d1bbe92f8700187b5679cd392,DUP-0145,HIST-0298,materialized,
HIST-0299,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/schemas/evidence-record.schema.json,1280,c79385d658a0f6e16d9ee83964f0763774bad5c57cefa2b8cc247598a40dfe6d,DUP-0179,HIST-0299,materialized,
HIST-0300,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/schemas/reviewer-verdict.schema.json,1231,462ece734f66ba8625dcbca09082de7e48ef282bbd63ec5741d4fb857da18e2a,DUP-0062,HIST-0300,materialized,
HIST-0301,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/schemas/task-state.schema.json,919,3bb7b7f8b10fbf74ee741b2791c134463dd62957557f66bbc58f6cdcc97dbb15,DUP-0050,HIST-0301,materialized,
HIST-0302,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/schemas/task-ticket.schema.json,1776,ae7e93f2cfd4b25146f08b68345b5ea6621be4cf5ca8f2e80132fabfb3c1a844,DUP-0154,HIST-0302,materialized,
HIST-0303,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/scripts/apply_unified_overlay.py,3409,5f94ecc00b3631f71d0320015ccd3bc3578cc3fe43b8408e41637ba20f5e4791,,,materialized,
HIST-0304,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/scripts/inventory_target_repo.py,1414,3be00d6494e0b0a1d187ca9ab88ac41deb2d6a90285613a89cd53636b7b12b7f,,,materialized,
HIST-0305,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/scripts/verify_complete_taskpack.py,1520,68dbe03f2ac5eeba7dcc04bbd89f4b42510b04f37d077ca57ed13305fbd55bae,,,materialized,
HIST-0306,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/source-packs/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack.zip,74454,51ed48a1409e6d2481097f6dcacb36306e064b4ef1f2d8f18b5f75b0d58eebd9,DUP-0075,HIST-0024,materialized,
HIST-0307,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/source-packs/OPEN-DESIGN-Assistance-V2.1-Visual-Quality-Pack.zip,147466,225c9cfcee75b1a264be91d04bf57546b3a0474d2620774e334973e83799d37e,DUP-0025,HIST-0025,materialized,
HIST-0308,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/tasks/TASK_MATRIX.md,9763,5a75cd3c6a7ce6263fb67b031a742365399b1f3037376af405a421eeca76eb2c,,,materialized,
HIST-0309,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/tasks/phases.json,3005,a4a42fefa9785c0a96bca345553236d09e1e2fa059e44ecb3efd87c021b0e58f,,,materialized,
HIST-0310,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/tasks/task-cards.json,99249,43d4f3c19a437261bbb3a112f8c5fc294d40955288006d0b72a0aeabdc9296a3,,,materialized,
HIST-0311,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/00_START_HERE.md,2609,1cb5b1b83478fb2dd3b10904203b945bc4669a89e330aed31153b9c0f01486f0,,,materialized,
HIST-0312,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/01_FINAL_MASTER_TASKPACK.md,15395,e621565aee9599c5088472fbce7e3e86dfbdd2eed5bcc46e10c2de35cccef45b,,,materialized,
HIST-0313,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/02_CLOUD_AUDIT_BASELINE.md,2154,58217de5c9fce3e622bc7356cfda2ba019e70394f38b136f7972150b5d73a587,,,materialized,
HIST-0314,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/03_PRODUCT_CONSTITUTION.md,1439,e5388786937552c7e5c64ac619f9fe5263af028e615d9852106c5f27a6dd151b,,,materialized,
HIST-0315,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/04_EVIDENCE_AND_ACCEPTANCE_CONTRACT.md,1703,83fd6618a655d674ed4470f527d35f885032a07409f76b9cbb32fb94ca497483,,,materialized,
HIST-0316,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/05_V3_SUPERSESSION_MAP.md,1400,d30d75d411d7a39da887772de761a3a88eb53369c8d519ce88c03a9205dae260,,,materialized,
HIST-0317,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/06_PROJECT_DRIFT_CONTROL.md,6130,beacc69a14a8a372b8bdbb2fa3de4f1c59a4111afa7f88a2a1e878cb02142069,,,materialized,
HIST-0318,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/09_AGENT_START_PROMPT.md,1849,ded5a3a2d3c26a53bed8bb726cec699f7c63082df788d77f71a4533b4b55f413,,,materialized,
HIST-0319,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/PACK_MANIFEST.json,1225,6fba1d5c6ca1ebaf2e6bee1c7b449d71fb2b2b69308bdb9df7d16db0d3ca0c9b,,,materialized,
HIST-0320,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/RUN_FIRST.ps1,83,8d120cbee6b2b4cb39b747bbf99185e05dfaa35dae2893aa59f4a872b486908d,,,materialized,
HIST-0321,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/legacy-source/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0.zip,442109,5fe02967a3ff6cb5645b11e072e8f52ef2d4ca607e1b2d1c1b2a770de121d846,DUP-0090,HIST-0022,materialized,
HIST-0322,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/schemas/approval.schema.json,1035,a4e7a7cfaf1d33ed41c67ab1269dc6c8ee62678d1bbe92f8700187b5679cd392,DUP-0145,HIST-0298,materialized,
HIST-0323,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/schemas/evidence-record.schema.json,1280,c79385d658a0f6e16d9ee83964f0763774bad5c57cefa2b8cc247598a40dfe6d,DUP-0179,HIST-0299,materialized,
HIST-0324,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/schemas/reviewer-verdict.schema.json,1231,462ece734f66ba8625dcbca09082de7e48ef282bbd63ec5741d4fb857da18e2a,DUP-0062,HIST-0300,materialized,
HIST-0325,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/schemas/task-state.schema.json,919,3bb7b7f8b10fbf74ee741b2791c134463dd62957557f66bbc58f6cdcc97dbb15,DUP-0050,HIST-0301,materialized,
HIST-0326,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/schemas/task-ticket.schema.json,1776,ae7e93f2cfd4b25146f08b68345b5ea6621be4cf5ca8f2e80132fabfb3c1a844,DUP-0154,HIST-0302,materialized,
HIST-0327,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/scripts/verify_taskpack.py,3147,f7076cb5574467e81963a92bae07a47063b740a7f90a6dbbea3a15d47fb62ebb,,,materialized,
HIST-0328,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/tasks/phases.json,1967,156e0ab5d7225a1394326daa40db5a9f63f009ac9d4a104b1951960f79b5f176,,,materialized,
HIST-0329,historical_archive_extracted,OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10,historical_extracted/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/OPEN-DESIGN-Assistance-Final-TaskPack-v4.2-2026-08-10/tasks/task-cards.json,26519,b5b035ec97a511641db382113e73ed729972354a46d6c16e3dcde2f354fbe579,,,materialized,
HIST-0330,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/PACK_MANIFEST.json,14905,d5c1af733ce54d0bbe4c6df59baf997582e1a5e4444cdd2c6ab0260c7bfd2504,,,materialized,
HIST-0331,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/README.md,1493,38ca6dd7a2b0f67a7d8709cb13abf09a5f6d8c0e1372a3c046fcc9a238167237,,,materialized,
HIST-0332,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/apply_overlay.py,1822,e34561e64944f8c807d1ec8d33f0e8037637b0c2e73b64e15aa85b97cb7f6d45,,,materialized,
HIST-0333,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/.github/workflows/verify-open-design-assistance-v2.yml,646,a9c0415a3328c26aa092cd12e904b3ed0a7ff8a168901add109ad7426cf1656e,DUP-0147,HIST-0333,materialized,
HIST-0334,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/LICENSING_DECISION_REQUIRED.md,738,dfd608f6f3bf9256a8a38bd5f0e17f2aca0ae28b62868fa116480ca245cf20b0,DUP-0196,HIST-0334,materialized,
HIST-0335,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/THIRD_PARTY_SOURCES_V2.md,541,15156ade25186f67e19131beb6c65e9be1e8c2dabcd5e20d09e6d2121d64f057,DUP-0018,HIST-0335,materialized,
HIST-0336,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/ARCHITECTURE_V2.md,1043,abbdacaea556bc6a6cb7c3e947ae2f11f83a4ac2ca1736d82b03600f8d3ed32c,DUP-0152,HIST-0336,materialized,
HIST-0337,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/ROADMAP_V2.md,1281,28138f2d4ea4cf0e35bcc9fa2237e988858230472995264e08ac17af7716656d,DUP-0033,HIST-0337,materialized,
HIST-0338,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/atoms/brief-normalizer/README.md,137,bc685674b16eb3227a3e20a6dd9bfde63895fa64bd2f6c306e3c32e3cab0174a,DUP-0163,HIST-0338,materialized,
HIST-0339,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/atoms/brief-normalizer/SKILL.md,755,91803397956a362af01498176f67ea9770ac7c3669f0dfe3cb9502e19c01b380,DUP-0129,HIST-0339,materialized,
HIST-0340,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/atoms/brief-normalizer/open-design.json,1272,cc1bb2dfec03695951e6d3a32c78d6abf68d8bf74e06652879739a0dda31edbf,DUP-0182,HIST-0340,materialized,
HIST-0341,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/atoms/commercial-preflight/README.md,161,9558ed818a53d69bc8ca187f07bff0e0a0bb62956e87d3ffa25f0105a9ca40a6,DUP-0133,HIST-0341,materialized,
HIST-0342,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/atoms/commercial-preflight/SKILL.md,803,9846aac87717f0422cd83e40bcb2e5cabffdb7aed7358d754681d825cf0ec511,DUP-0135,HIST-0342,materialized,
HIST-0343,historical_archive_extracted,OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack,historical_extracted/OPEN-DESIGN-Assistance-V2-Global-Absorption-Pack/open-design-assistance-v2-absorption-pack/overlay/opendesign-assistance/atoms/commercial-preflight/open-design.json,1340,4e408abe95ddbaa41587052f36007325235d00a97387b5dbfb30a5ddbe510276,DUP-0071,HIST-0343,materialized,
